coverage_wave,ticker,company,company_en,company_cn,exchange,country,region,listing_market,segment_id,segment,why_core,first_research_question,first_model_driver,leading_indicators,recommended_output,source_pack_start
Wave 1 - AI infrastructure spine,002156.SZ,通富微电,Tongfu Microelectronics,通富微电,SZSE,China,Asia,A股,osat_packaging,OSAT / Advanced Packaging,China OSAT with compute exposure.,"AMD/customer exposure, AI packaging, utilization","Advanced packaging capacity, utilization, capex, AI customer mix, substrate availability, test hours, package ASP.","CoWoS/HBM capacity expansions, OSAT monthly revenue, substrate lead times, AI accelerator ramps, packaging equipment orders.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,6239.TW,Powertech Technology,Powertech Technology,,TWSE,Taiwan,Asia,台股,osat_packaging,OSAT / Advanced Packaging,Memory OSAT proxy.,"Memory cycle, HBM/advanced package role","Advanced packaging capacity, utilization, capex, AI customer mix, substrate availability, test hours, package ASP.","CoWoS/HBM capacity expansions, OSAT monthly revenue, substrate lead times, AI accelerator ramps, packaging equipment orders.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 2 - Manufacturing and capex picks/shovels,2449.TW,King Yuan Electronics,King Yuan Electronics,,TWSE,Taiwan,Asia,台股,process_control_test,Process Control / Test / Metrology,Taiwan test service proxy.,"AI/RF/logic test demand, utilization","Test time, probe card ASP, advanced-node process-control intensity, HBM/AI complexity, new tester platforms, consumables refresh.","AI/HBM product ramps, KLA/Advantest/Teradyne orders, OSAT capex, yield bottlenecks, new package qualification.","WFE/materials/test wallet-share map, order/backlog tracker and customer capex bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,3037.TW,Unimicron Technology,Unimicron Technology,,TWSE,Taiwan,Asia,台股,substrate_pcb,Substrate / PCB / Interconnect,Core substrate/PCB leader.,"AI substrate demand, ABF utilization, Apple/server mix","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,4062.T,Ibiden,Ibiden,,TSE,Japan,Asia,日股,substrate_pcb,Substrate / PCB / Interconnect,Top ABF substrate proxy.,"AI/GPU substrate demand, capacity, customer concentration","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,8046.TW,Nan Ya PCB,Nan Ya PCB,,TWSE,Taiwan,Asia,台股,substrate_pcb,Substrate / PCB / Interconnect,Taiwan substrate peer.,"ABF cycle, AI/server demand, capacity","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,3189.TW,Kinsus Interconnect,Kinsus Interconnect,,TWSE,Taiwan,Asia,台股,substrate_pcb,Substrate / PCB / Interconnect,Taiwan substrate watch.,"ABF/BT demand, utilization","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,2383.TW,Elite Material,Elite Material,,TWSE,Taiwan,Asia,台股,substrate_pcb,Substrate / PCB / Interconnect,Key AI PCB materials proxy.,"AI server material mix, low-loss CCL, pricing","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,ATS.VI,AT&S,AT&S,,Vienna,Austria,Europe,欧股,substrate_pcb,Substrate / PCB / Interconnect,European substrate/PCB proxy.,"ABF capacity, leverage, utilization","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,002916.SZ,深南电路,Shennan Circuits,深南电路,SZSE,China,Asia,A股,substrate_pcb,Substrate / PCB / Interconnect,Core China high-end PCB name.,"AI server/networking PCB, substrate expansion, margin","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,600183.SS,生益科技,Shengyi Technology,生益科技,SSE,China,Asia,A股,substrate_pcb,Substrate / PCB / Interconnect,China PCB material leader.,"High-speed material mix, server/network demand","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,COHR,Coherent,Coherent,,NYSE,United States,North America,美股,optical_photonics,Optical / Photonics,Core optical component supplier.,"AI datacom demand, margin recovery, debt","Port-speed mix, module ASP erosion, hyperscaler awards, laser yield, DSP content, 800G/1.6T ramp, telecom inventory.","Cloud optical awards, 800G/1.6T shipments, Arista/NVIDIA/Broadcom architecture, laser lead times, China optical monthly revenue.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,FN,Fabrinet,Fabrinet,,NYSE,Thailand/United States,Asia/North America,美股,optical_photonics,Optical / Photonics,Best EMS proxy for optical module buildout.,"800G/1.6T production, customer concentration","Port-speed mix, module ASP erosion, hyperscaler awards, laser yield, DSP content, 800G/1.6T ramp, telecom inventory.","Cloud optical awards, 800G/1.6T shipments, Arista/NVIDIA/Broadcom architecture, laser lead times, China optical monthly revenue.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,CIEN,Ciena,Ciena,,NYSE,United States,North America,美股,optical_photonics,Optical / Photonics,Optical network equipment proxy.,"Telecom inventory, cloud DCI, coherent cycle","Port-speed mix, module ASP erosion, hyperscaler awards, laser yield, DSP content, 800G/1.6T ramp, telecom inventory.","Cloud optical awards, 800G/1.6T shipments, Arista/NVIDIA/Broadcom architecture, laser lead times, China optical monthly revenue.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,300308.SZ,中际旭创,Zhongji Innolight,中际旭创,SZSE,China,Asia,A股,optical_photonics,Optical / Photonics,Core China AI optical module proxy.,"800G/1.6T awards, pricing, customer concentration","Port-speed mix, module ASP erosion, hyperscaler awards, laser yield, DSP content, 800G/1.6T ramp, telecom inventory.","Cloud optical awards, 800G/1.6T shipments, Arista/NVIDIA/Broadcom architecture, laser lead times, China optical monthly revenue.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,300502.SZ,新易盛,Eoptolink Technology,新易盛,SZSE,China,Asia,A股,optical_photonics,Optical / Photonics,China optical module leader.,"AI module ramps, yield, ASP erosion","Port-speed mix, module ASP erosion, hyperscaler awards, laser yield, DSP content, 800G/1.6T ramp, telecom inventory.","Cloud optical awards, 800G/1.6T shipments, Arista/NVIDIA/Broadcom architecture, laser lead times, China optical monthly revenue.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,2317.TW,Hon Hai Precision / Foxconn,Hon Hai Precision / Foxconn,,TWSE,Taiwan,Asia,台股,ems_odm_systems,EMS / ODM / Systems,Core electronics manufacturing and AI server supply-chain name.,"AI server ramp, Apple exposure, margin mix","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,2382.TW,Quanta Computer,Quanta Computer,,TWSE,Taiwan,Asia,台股,ems_odm_systems,EMS / ODM / Systems,Core AI server ODM proxy.,"AI server orders, rack-scale margin, customer concentration","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,6669.TW,Wiwynn,Wiwynn,,TWSE,Taiwan,Asia,台股,ems_odm_systems,EMS / ODM / Systems,Purest Taiwan AI server ODM exposure.,"AI rack-scale ramp, hyperscaler concentration, margin","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,FLEX,Flex,Flex,,NASDAQ,Singapore/United States,Asia/North America,美股,ems_odm_systems,EMS / ODM / Systems,Global EMS peer.,"Industrial/auto/cloud mix, margin discipline","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,JBL,Jabil,Jabil,,NYSE,United States,North America,美股,ems_odm_systems,EMS / ODM / Systems,Global EMS bellwether.,"Cloud/AI exposure, margins, customer mix","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,CLS,Celestica,Celestica,,NYSE / TSX,Canada,North America,美股/加拿大,ems_odm_systems,EMS / ODM / Systems,High-signal AI hardware manufacturing proxy.,"Hyperscaler demand, margin, customer concentration","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,SMCI,Super Micro Computer,Super Micro Computer,,NASDAQ,United States,North America,美股,ems_odm_systems,EMS / ODM / Systems,Direct AI server systems exposure.,"Margins, accounting/governance, liquid cooling, competition","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,DELL,Dell Technologies,Dell Technologies,,NYSE,United States,North America,美股,ems_odm_systems,EMS / ODM / Systems,Large-cap enterprise hardware read-through.,"AI server backlog, storage recovery, PC cycle","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,HPE,Hewlett Packard Enterprise,Hewlett Packard Enterprise,,NYSE,United States,North America,美股,ems_odm_systems,EMS / ODM / Systems,Enterprise AI and networking systems proxy.,"AI systems margin, Juniper integration, enterprise demand","AI server revenue, rack-scale attach, backlog, inventory, customer concentration, working capital, gross margin by system complexity.","Hyperscaler capex, ODM monthly revenue, GPU allocation, power/cooling availability, rack-scale design wins, networking switch demand.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,ANET,Arista Networks,Arista Networks,,NYSE,United States,North America,美股,networking_silicon,Networking Silicon / SerDes / Data Movement,Best networking systems proxy for AI Ethernet.,"AI cluster networking, cloud customer concentration, margin","Port-speed transition, switch radix, retimer attach rate, optical DSP ASP, custom silicon wins, cloud capex and AI cluster topology.","800G/1.6T awards, Ethernet vs InfiniBand adoption, hyperscaler network architecture, Arista/Cisco order commentary, optical-module lead times.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,VRT,Vertiv,Vertiv,,NYSE,United States,North America,美股,adjacent_infra,Adjacent Infra / Industrial Enablers,Core AI infrastructure adjacency.,"AI power/cooling demand, backlog, margins","Backlog, project timing, power density, liquid-cooling attach, fab construction, WFE installed base, connector/cable content per rack.","Data-center power awards, utility/grid constraints, liquid cooling adoption, fab build permits, WFE subsystem orders, ODM rack shipments.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,ETN,Eaton,Eaton,,NYSE,Ireland/United States,North America,美股,adjacent_infra,Adjacent Infra / Industrial Enablers,Large-cap power infrastructure proxy.,"Data center orders, grid constraints, margins","Backlog, project timing, power density, liquid-cooling attach, fab construction, WFE installed base, connector/cable content per rack.","Data-center power awards, utility/grid constraints, liquid cooling adoption, fab build permits, WFE subsystem orders, ODM rack shipments.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,SU.PA,Schneider Electric,Schneider Electric,,Euronext Paris,France,Europe,欧股,adjacent_infra,Adjacent Infra / Industrial Enablers,European data center power leader.,"Data center growth, software mix, electrification","Backlog, project timing, power density, liquid-cooling attach, fab construction, WFE installed base, connector/cable content per rack.","Data-center power awards, utility/grid constraints, liquid cooling adoption, fab build permits, WFE subsystem orders, ODM rack shipments.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,APH,Amphenol,Amphenol,,NYSE,United States,North America,美股,adjacent_infra,Adjacent Infra / Industrial Enablers,High-quality interconnect proxy.,"AI server content, margin, M&A","Backlog, project timing, power density, liquid-cooling attach, fab construction, WFE installed base, connector/cable content per rack.","Data-center power awards, utility/grid constraints, liquid cooling adoption, fab build permits, WFE subsystem orders, ODM rack shipments.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,VACN.SW,VAT Group,VAT Group,,SIX Swiss,Switzerland,Europe,欧股,adjacent_infra,Adjacent Infra / Industrial Enablers,Premium WFE subsystem proxy.,"WFE cycle, share, China/localization","Backlog, project timing, power density, liquid-cooling attach, fab construction, WFE installed base, connector/cable content per rack.","Data-center power awards, utility/grid constraints, liquid cooling adoption, fab build permits, WFE subsystem orders, ODM rack shipments.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 3 - Cyclical recovery and edge/auto/device beta,6981.T,Murata Manufacturing,Murata Manufacturing,,TSE,Japan,Asia,日股,passives_components,Passives / Components / Sensors,Core passive components bellwether.,"Smartphone/auto inventory, high-end MLCC, RF modules","Distributor inventory, auto/industrial content, high-end MLCC mix, smartphone/PC units, server content, utilization.","MLCC lead times, auto production, smartphone builds, distributor sell-through, high-frequency component demand, Taiwan/Japan component monthly data.","Inventory-cycle dashboard, auto/industrial recovery tracker and handset/consumer sell-through bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 3 - Cyclical recovery and edge/auto/device beta,6762.T,TDK,TDK,,TSE,Japan,Asia,日股,passives_components,Passives / Components / Sensors,Japan components leader.,"Passive cycle, battery materials, auto/industrial mix","Distributor inventory, auto/industrial content, high-end MLCC mix, smartphone/PC units, server content, utilization.","MLCC lead times, auto production, smartphone builds, distributor sell-through, high-frequency component demand, Taiwan/Japan component monthly data.","Inventory-cycle dashboard, auto/industrial recovery tracker and handset/consumer sell-through bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 3 - Cyclical recovery and edge/auto/device beta,6976.T,Taiyo Yuden,Taiyo Yuden,,TSE,Japan,Asia,日股,passives_components,Passives / Components / Sensors,MLCC cycle proxy.,"MLCC inventory, smartphone/auto demand","Distributor inventory, auto/industrial content, high-end MLCC mix, smartphone/PC units, server content, utilization.","MLCC lead times, auto production, smartphone builds, distributor sell-through, high-frequency component demand, Taiwan/Japan component monthly data.","Inventory-cycle dashboard, auto/industrial recovery tracker and handset/consumer sell-through bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 3 - Cyclical recovery and edge/auto/device beta,2327.TW,Yageo,Yageo,,TWSE,Taiwan,Asia,台股,passives_components,Passives / Components / Sensors,Taiwan passive components leader.,"MLCC cycle, inventory, M&A integration","Distributor inventory, auto/industrial content, high-end MLCC mix, smartphone/PC units, server content, utilization.","MLCC lead times, auto production, smartphone builds, distributor sell-through, high-frequency component demand, Taiwan/Japan component monthly data.","Inventory-cycle dashboard, auto/industrial recovery tracker and handset/consumer sell-through bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 3 - Cyclical recovery and edge/auto/device beta,009150.KS,Samsung Electro-Mechanics,Samsung Electro-Mechanics,,KRX,South Korea,Asia,韩股,passives_components,Passives / Components / Sensors,Korean components and substrate leader.,"AI substrate, MLCC cycle, smartphone camera","Distributor inventory, auto/industrial content, high-end MLCC mix, smartphone/PC units, server content, utilization.","MLCC lead times, auto production, smartphone builds, distributor sell-through, high-frequency component demand, Taiwan/Japan component monthly data.","Inventory-cycle dashboard, auto/industrial recovery tracker and handset/consumer sell-through bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 3 - Cyclical recovery and edge/auto/device beta,2454.TW,MediaTek,MediaTek,,TWSE,Taiwan,Asia,台股,mobile_rf_connectivity,Mobile / RF / Connectivity,Core Asia fabless name.,"Premium Android share, edge AI, custom ASIC ambitions","Handset units, premium mix, content per device, Android channel inventory, Apple content share, auto/IoT diversification, RF module integration.","Smartphone sell-through, Taiwan fabless monthly revenue, China Android launch calendar, Apple build plans, distributor inventory, panel shipments.","Inventory-cycle dashboard, auto/industrial recovery tracker and handset/consumer sell-through bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 3 - Cyclical recovery and edge/auto/device beta,2379.TW,Realtek Semiconductor,Realtek Semiconductor,,TWSE,Taiwan,Asia,台股,mobile_rf_connectivity,Mobile / RF / Connectivity,Taiwan connectivity IC proxy.,"PC/networking cycle, Wi-Fi upgrades","Handset units, premium mix, content per device, Android channel inventory, Apple content share, auto/IoT diversification, RF module integration.","Smartphone sell-through, Taiwan fabless monthly revenue, China Android launch calendar, Apple build plans, distributor inventory, panel shipments.","Inventory-cycle dashboard, auto/industrial recovery tracker and handset/consumer sell-through bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 3 - Cyclical recovery and edge/auto/device beta,3034.TW,Novatek Microelectronics,Novatek Microelectronics,,TWSE,Taiwan,Asia,台股,mobile_rf_connectivity,Mobile / RF / Connectivity,Display semiconductor cycle proxy.,"Panel cycle, OLED/auto display mix","Handset units, premium mix, content per device, Android channel inventory, Apple content share, auto/IoT diversification, RF module integration.","Smartphone sell-through, Taiwan fabless monthly revenue, China Android launch calendar, Apple build plans, distributor inventory, panel shipments.","Inventory-cycle dashboard, auto/industrial recovery tracker and handset/consumer sell-through bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 2 - Manufacturing and capex picks/shovels,403870.KQ,HPSP,HPSP,,KOSDAQ,South Korea,Asia,韩股,wfe,Semicap Equipment,Korea advanced WFE specialty proxy.,"Advanced-node adoption, customer concentration","WFE TAM, orders, backlog, China mix, service revenue, installed base, node transition intensity, memory vs logic capex.","TSMC/Samsung/Intel/Micron/SK capex, SEMI/WFE forecasts, equipment lead times, export-control updates, service growth.","WFE/materials/test wallet-share map, order/backlog tracker and customer capex bridge.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,042700.KQ,Hanmi Semiconductor,Hanmi Semiconductor,,KOSDAQ,South Korea,Asia,韩股,osat_packaging,OSAT / Advanced Packaging,Core HBM packaging equipment proxy.,"HBM bonder demand, competition, capacity","Advanced packaging capacity, utilization, capex, AI customer mix, substrate availability, test hours, package ASP.","CoWoS/HBM capacity expansions, OSAT monthly revenue, substrate lead times, AI accelerator ramps, packaging equipment orders.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,222800.KQ,Simmtech,Simmtech,,KOSDAQ,South Korea,Asia,韩股,substrate_pcb,Substrate / PCB / Interconnect,Korea substrate/PCB proxy.,"Memory cycle, substrate demand","Layer count, ABF capacity, low-loss material mix, AI server/rack demand, yield, customer qualification, capex discipline.","AI server ODM orders, GPU/ASIC substrate allocation, CCL pricing, Taiwan PCB monthly revenue, cloud switch port-speed transition.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,0522.HK,ASMPT,ASMPT,ASMPT,HKEX,Hong Kong/Singapore,Asia,港股,osat_packaging,OSAT / Advanced Packaging,Hong Kong-listed packaging equipment leader.,"Advanced packaging equipment, SMT cycle","Advanced packaging capacity, utilization, capex, AI customer mix, substrate availability, test hours, package ASP.","CoWoS/HBM capacity expansions, OSAT monthly revenue, substrate lead times, AI accelerator ramps, packaging equipment orders.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
Wave 1 - AI infrastructure spine,XFAB.PA,X-FAB Silicon Foundries,X-FAB Silicon Foundries,,Euronext Paris,Belgium/Germany,Europe,欧股,foundry_idm,Foundry / IDM Manufacturing,European specialty foundry proxy.,"Auto/industrial cycle, SiC adoption","Utilization, wafer ASP, node mix, depreciation, capex, customer concentration, geographic capacity, subsidies, advanced packaging attach.","Foundry monthly revenue, smartphone/PC sell-through, cloud ASIC tape-outs, WFE orders, fab utilization, node migration schedules.","AI value-chain source packs, rack-level BOM bridge, bottleneck monitor and first-pass model drivers.",IR filings; last 8 quarters earnings materials; transcript/Q&A; segment/geography split; CIQ market data refresh; latest sell-side debate notes if available
